datetime,adj_close,adj_close.1,adj_close.2,adj_close.3,adj_close.4,adj_close.5,close,close.1,close.2,close.3,close.4,close.5,high,high.1,high.2,high.3,high.4,high.5,low,low.1,low.2,low.3,low.4,low.5,open,open.1,open.2,open.3,open.4,open.5,volume,volume.1,volume.2,volume.3,volume.4,volume.5,symbol,month
2025-10-01 03:45:00+00:00,257.5,123.87999725341795,133.9499969482422,,344.1000061035156,690.8499755859375,257.5,123.87999725341795,133.9499969482422,,344.1000061035156,690.8499755859375,258.0,123.98999786376952,133.9499969482422,,346.95001220703125,699.4000244140625,255.0500030517578,122.70999908447266,133.9499969482422,,337.75,683.1500244140625,257.3500061035156,122.70999908447266,133.9499969482422,,338.04998779296875,694.9500122070312,0.0,0.0,54.0,,0.0,0.0,KIMS,2025-10
2025-10-01 03:50:00+00:00,257.75,123.7300033569336,132.7100067138672,,,689.7000122070312,257.75,123.7300033569336,132.7100067138672,,,689.7000122070312,257.75,123.91999816894533,132.7100067138672,,,692.7000122070312,257.3999938964844,123.3499984741211,132.1999969482422,,,689.0,257.3999938964844,123.5999984741211,132.1999969482422,,,690.1500244140625,730.0,2345.0,0.0,,,9664.0,KIMS,2025-10
2025-10-01 03:55:00+00:00,257.8500061035156,123.87999725341795,131.3000030517578,,342.1000061035156,692.0999755859375,257.8500061035156,123.87999725341795,131.3000030517578,,342.1000061035156,692.0999755859375,258.0,123.87999725341795,131.3000030517578,,342.1000061035156,694.7999877929688,257.8500061035156,123.56999969482422,131.3000030517578,,342.1000061035156,688.5,258.0,123.80999755859376,131.3000030517578,,342.1000061035156,689.5999755859375,0.0,1553.0,61.0,,6.0,6263.0,KIMS,2025-10
2025-10-01 04:00:00+00:00,258.75,123.79000091552734,,,343.8999938964844,698.7999877929688,258.75,123.79000091552734,,,343.8999938964844,698.7999877929688,259.1000061035156,123.98999786376952,,,343.8999938964844,700.9000244140625,257.5,123.66000366210938,,,342.5,691.25,257.8999938964844,123.87999725341795,,,343.8999938964844,692.5499877929688,294.0,1177.0,,,67.0,28831.0,KIMS,2025-10
2025-10-01 04:05:00+00:00,258.5,123.7699966430664,,,,698.5999755859375,258.5,123.7699966430664,,,,698.5999755859375,258.8999938964844,123.87999725341795,,,,698.7999877929688,258.45001220703125,123.68000030517578,,,,696.5499877929688,258.8999938964844,123.79000091552734,,,,698.2000122070312,68.0,1347.0,,,,6603.0,KIMS,2025-10
2025-10-01 04:10:00+00:00,258.20001220703125,123.5999984741211,131.52999877929688,23.34000015258789,,696.3499755859375,258.20001220703125,123.5999984741211,131.52999877929688,23.34000015258789,,696.3499755859375,258.3999938964844,123.9000015258789,131.52999877929688,23.34000015258789,,700.75,257.1499938964844,123.58999633789062,131.52999877929688,23.34000015258789,,696.3499755859375,258.3999938964844,123.58999633789062,131.52999877929688,23.34000015258789,,699.0499877929688,192.0,3620.0,18.0,1.0,,6889.0,KIMS,2025-10
2025-10-01 04:15:00+00:00,257.54998779296875,123.5,,,,694.4000244140625,257.54998779296875,123.5,,,,694.4000244140625,258.70001220703125,123.6500015258789,,,,697.4500122070312,257.5,123.5,,,,692.5499877929688,258.70001220703125,123.6500015258789,,,,696.5499877929688,114.0,1436.0,,,,3336.0,KIMS,2025-10
2025-10-01 04:20:00+00:00,256.75,123.33000183105467,131.5,,,693.1500244140625,256.75,123.33000183105467,131.5,,,693.1500244140625,257.0,123.37999725341795,131.5,,,694.4000244140625,256.75,123.0999984741211,131.5,,,692.1500244140625,256.8999938964844,123.25,131.5,,,694.4000244140625,174.0,0.0,29.0,,,4735.0,KIMS,2025-10
2025-10-01 04:25:00+00:00,257.29998779296875,123.47000122070312,131.1199951171875,,,695.5,257.29998779296875,123.47000122070312,131.1199951171875,,,695.5,257.54998779296875,123.47000122070312,131.1199951171875,,,695.6500244140625,256.70001220703125,123.19000244140624,131.1199951171875,,,692.8499755859375,256.79998779296875,123.2699966430664,131.1199951171875,,,692.8499755859375,707.0,628.0,0.0,,,2472.0,KIMS,2025-10
2025-10-01 04:30:00+00:00,256.5,123.33000183105467,131.5,,343.6000061035156,695.6500244140625,256.5,123.33000183105467,131.5,,343.6000061035156,695.6500244140625,256.79998779296875,123.52999877929688,131.5,,343.6000061035156,696.0,256.5,123.33000183105467,131.5,,343.6000061035156,693.25,256.79998779296875,123.52999877929688,131.5,,343.6000061035156,695.6500244140625,43.0,469.0,62.0,,5.0,7018.0,KIMS,2025-10
2025-10-01 04:35:00+00:00,257.1000061035156,123.11000061035156,131.6300048828125,23.31999969482422,,694.6500244140625,257.1000061035156,123.11000061035156,131.6300048828125,23.31999969482422,,694.6500244140625,257.1000061035156,123.16999816894533,131.6300048828125,23.34000015258789,,695.6500244140625,256.20001220703125,122.80999755859376,131.6300048828125,23.31999969482422,,693.5,256.5,123.16999816894533,131.6300048828125,23.34000015258789,,695.6500244140625,295.0,520.0,37.0,200.0,,6738.0,KIMS,2025-10
2025-10-01 04:40:00+00:00,256.8500061035156,122.94000244140624,,,342.54998779296875,695.25,256.8500061035156,122.94000244140624,,,342.54998779296875,695.25,256.8500061035156,123.11000061035156,,,342.54998779296875,695.25,256.8500061035156,122.94000244140624,,,342.54998779296875,694.5,256.8500061035156,123.11000061035156,,,342.54998779296875,695.0499877929688,14.0,906.0,,,35.0,931.0,KIMS,2025-10
2025-10-01 04:45:00+00:00,257.0,123.23999786376952,132.99000549316406,,340.75,694.7999877929688,257.0,123.23999786376952,132.99000549316406,,340.75,694.7999877929688,257.0,123.23999786376952,132.99000549316406,,340.8500061035156,695.9500122070312,257.0,123.23999786376952,132.99000549316406,,340.0,694.5499877929688,257.0,123.23999786376952,132.99000549316406,,340.8500061035156,695.25,0.0,79.0,10.0,,199.0,2761.0,KIMS,2025-10
2025-10-01 04:50:00+00:00,,123.18000030517578,,,339.8999938964844,695.4000244140625,,123.18000030517578,,,339.8999938964844,695.4000244140625,,123.29000091552734,,,339.95001220703125,696.5,,123.18000030517578,,,339.8999938964844,695.0,,123.29000091552734,,,339.95001220703125,695.7999877929688,,1628.0,,,5.0,3880.0,KIMS,2025-10
2025-10-01 04:55:00+00:00,256.8999938964844,123.01000213623048,,,,693.0,256.8999938964844,123.01000213623048,,,,693.0,256.8999938964844,123.3000030517578,,,,695.0999755859375,256.8999938964844,123.01000213623048,,,,692.7000122070312,256.8999938964844,123.3000030517578,,,,695.0,36.0,1126.0,,,,3308.0,KIMS,2025-10
2025-10-01 05:00:00+00:00,256.5,123.20999908447266,131.00999450683594,23.299999237060547,341.95001220703125,692.1500244140625,256.5,123.20999908447266,131.00999450683594,23.299999237060547,341.95001220703125,692.1500244140625,256.6000061035156,123.20999908447266,131.00999450683594,23.299999237060547,341.95001220703125,693.5,256.5,123.01000213623048,131.00999450683594,23.299999237060547,341.95001220703125,692.0999755859375,256.6000061035156,123.01000213623048,131.00999450683594,23.299999237060547,341.95001220703125,693.5,80.0,81.0,363.0,2.0,280.0,742.0,KIMS,2025-10
